OBJECT_ID,NO2_ShapEffect,Resp_Risk_ShapEffect,NPL_Prox_ShapEffect,Traffic_Prox_ShapEffect,Noise_Level_ShapEffect,SVI_Overall_ShapEffect
1,0.0009389660106130826,0.0010332059855288633,0.0010343648038771678,0.0010636012963757483,0.0010878079590892625,0.0011940607543570571
2,0.0008491450885705159,0.000918165796879728,0.000908143396840457,0.0010591034614142916,0.0010765212591744493,0.00122646721762733
3,0.0007961113895791739,0.000856412455857227,0.0009711730902994623,0.0009470461628209257,0.0010902425671210254,0.0012439684622390262
4,0.0008512129565397591,0.0009595268415310095,0.0008882084252305797,0.0010786810021118781,0.001083198673523264,0.0010700737583552963
5,0.000950749894175992,0.0009673687698170902,0.0010387705318849123,0.0010652750335176234,0.001028045433212589,0.0014678118149650272
6,0.0009057502688204913,0.0009292311511034795,0.0009652078421223238,0.0010817744357176514,0.0011296827314732493,0.0013147576765885343
7,0.0009339645148793672,0.0010830219411171503,0.0010316960648911128,0.0010659931141771177,0.001130981852266239,0.001317929258361579
8,0.0009462576427499367,0.0009291624330483089,0.0010004281806390374,0.0010903468470030285,0.0011029534257586734,0.0009753545797358031
9,0.0009456680951706624,0.0009085145776454079,0.001196777961092639,0.0010448034935773656,0.001021530503528115,0.0010663362050309468
10,0.0009053776624461789,0.001060891007556137,0.0012338600424751643,0.0011576202699783425,0.0010532746694917894,0.0012604883473037814
11,0.0009388228666687521,0.0009619922566638389,0.001036644322059014,0.0011267624356945205,0.0010974491315344607,0.0011067873930681435
12,0.001056589300692468,0.0009318381146527566,0.0010787513703514773,0.0011572793928584638,0.0011662120023147825,0.0018479678043482042
13,0.0008858141814832828,0.0010072297898886405,0.0010008116914172298,0.0010111566809505692,0.0010747178689389644,0.001227994058122117
14,0.0009327170986442639,0.0009477795879767573,0.0010163004202884108,0.001119931248143147,0.0010920345655675305,0.001036410583790447
15,0.0009952487100165766,0.0009192515464422306,0.0010026165456077242,0.0011386584914658106,0.0011327903615906316,0.0010294133090805397
16,0.0009232603817785725,0.0008983379448754647,0.0010649706788845622,0.0010708055476208371,0.0010823215548926189,0.0010027298433267526
17,0.0009342475039361602,0.0009539430408139827,0.001055840751973007,0.0009921504879096446,0.0009548712710171368,0.0011735616630325298
18,0.0009850179909061591,0.0008755050317958981,0.0009684573280928505,0.0011650443449123596,0.001107607887163422,0.001249846115226199
19,0.0009797236446890002,0.000906197840785988,0.0010091220745124287,0.0010578862336641898,0.0011101240130678698,0.0010100705208091214
20,0.0008833913232902031,0.0009265248338772129,0.0010437327352849925,0.0009736805529963833,0.000926316802523849,0.0015680841437820904
21,0.0009569301767281876,0.0008701869021751785,0.0010622124091592207,0.0009921215471636572,0.0009603187107792019,0.001234342639422874
22,0.001022114534612101,0.0009900067953064957,0.0009750016872958128,0.0011737928610876947,0.0010759702255839947,0.0012884348570525914
23,0.0010331953445182195,0.0011176579224736376,0.001008051509155918,0.0011662793518781188,0.0010419744837673948,0.001110958927863942
24,0.0011546313795416756,0.0011344925005403737,0.0011844100349426997,0.0011685275974438211,0.001094172186196911,0.0012821873912215761
25,0.0008853987568940875,0.0012376914690510124,0.001081293325792274,0.0009548571269848843,0.0008808492031123539,0.0014449599093103206
26,0.001065092424147575,0.0010245271405166423,0.0010548663288567788,0.0011035544064820378,0.0011280324103763947,0.0015267956600293633
27,0.0009082395695947096,0.000926469421908022,0.001073259596740646,0.000977831393061443,0.0010250436289883217,0.0012200631733734193
28,0.000670404118431903,0.0007530998216146308,0.0009277423731516532,0.0009047583635477035,0.0010508576736915339,0.0011619915639757119
29,0.0008738885162259824,0.0009288083628890031,0.0010180115461426583,0.00097761860217739,0.0009301851836479941,0.0011690248979832907
30,0.0008234373653840422,0.0009264784324348165,0.0011879376336569485,0.0011796659101693785,0.0011196403597824845,0.0015891103295899247
31,0.0010188207924029093,0.0009779347944560497,0.0010002027311148383,0.001026567902520654,0.0010881373244868591,0.0010793989104082046
32,0.0010121369182840127,0.001058083725293063,0.0011403506199861102,0.0011011068088693202,0.001130392702181306,0.0015641783058860334
33,0.0008455085641717996,0.0009394273445887675,0.0010433669562580376,0.0009907744043050315,0.0011012013538870442,0.0012541202124824488
34,0.0006453948734926829,0.0006667914342196623,0.0010067907275987222,0.0008874827283546867,0.0010068072042014552,0.0012432975723111125
35,0.0006798116839074247,0.0007140655306376574,0.0009831459224922067,0.0009087993815908345,0.0009328682259378903,0.001276175470633889
36,0.0007698041186395734,0.0012078626569234938,0.001214046713396752,0.0010394464720377855,0.0010979249936496683,0.0016417958575151198
37,0.0009962118014447943,0.0008894595502278987,0.0011942967942404408,0.001043940644039471,0.0011029450307911159,0.0010400092501991792
38,0.0009114860246303158,0.0008728888055395789,0.0010610257027198098,0.0009764630705168592,0.000967439446767792,0.0010669905718364004
39,0.0007290913817093814,0.000792388497447437,0.0010180302756378791,0.0009217337393635282,0.001075773445337726,0.001223008021755925
40,0.0008523873825835481,0.000877569961455989,0.0012197333352607419,0.0009449869814221271,0.0010793377839029353,0.0010331907141477544
41,0.0008847765836725631,0.000710304857182984,0.001161321172757773,0.0011085017766603506,0.0011216423195030592,0.001690299905763732
42,0.0008672983940011534,0.0009117229404160509,0.0010433258586743746,0.0009838733880841914,0.0010046288137137112,0.0011887257057011918
43,0.0008657021467747044,0.0008776350955634388,0.0010684826948905832,0.0009847609810078707,0.0010761488752433668,0.0012211649007975382
44,0.0009883804858712402,0.0009604498636082339,0.0010195091173860712,0.0010813503194811295,0.0010846882775607518,0.0011075588454818193
45,0.0009160301328517145,0.0008777597580248246,0.0010114722432613427,0.0011609427882689895,0.0011144948027517593,0.001543559576967776
46,0.0009637958493845932,0.0009796970659235174,0.0012176007423504102,0.0010479636430086496,0.0011317176683398947,0.0012508923180316336
47,0.0007060205185536062,0.001146860468039291,0.0011952708364036972,0.0009314330195700476,0.001026146820175332,0.0015195018880771445
48,0.0008863335266863361,0.0009400197754167877,0.0010538981632904618,0.0010551943671791718,0.0011219350454740795,0.0011782030368951957
49,0.000637913144885649,0.0007441013971130868,0.0010288050494583118,0.0008873421777249543,0.0008711806442213969,0.001240094693340161
50,0.0009971601760970566,0.0008759902305496117,0.0010423008149101195,0.001071478582544365,0.001071814816291237,0.0012062334948099366
51,0.0007526373370543519,0.0012870856813338724,0.0011745678343046458,0.0010314247113138186,0.0010773230482637106,0.001216174804785849
53,0.0007689023843327723,0.0010227015828182362,0.0011688517653305188,0.00105506549940906,0.0011081395591719645,0.0012171338765388704
54,0.0010805772067977552,0.001269327690044995,0.001174502423332513,0.0012049756361325954,0.001135459545444904,0.0013238901041783507
55,0.0007298564760419316,0.0007880423347527796,0.0010219999373644179,0.0009213040926637646,0.0010894655993952571,0.0012027559035748595
57,0.0009106968890004293,0.0008342289237649194,0.0011108046900564549,0.0009233508119167026,0.0009947180471836278,0.0012008215992617363
58,0.000914595443275382,0.0007440656974979348,0.0010479430300849234,0.0010412647627252305,0.001089390420450027,0.001265471687306796
60,0.001025463571135943,0.0012573809550020176,0.0011713221586561091,0.0010386788479558866,0.0010963463272828764,0.0012322255723070173
61,0.0009904511770315722,0.0008320247524161179,0.001155109858776055,0.0010145743846916007,0.0011224935315853864,0.0012117431907586133
62,0.0011143719443653488,0.0009060511258558831,0.0010410606522849868,0.0010903468431434217,0.0011083354302145695,0.0010017949270693604
63,0.0008646294803401435,0.0008598485385620362,0.0010358955108501898,0.0010528310584441707,0.0010779464060046656,0.0010416119303003637
64,0.0006723901796913073,0.0011861155833443099,0.0010155722429839534,0.0009007349762222064,0.001082688542310614,0.0012113729261385526
65,0.0008717992989313095,0.0012048295972917629,0.0010463560222369467,0.0010280362923242067,0.0011282106053045846,0.001238389519218145
66,0.0008944933009659357,0.001211815883960833,0.0010548785610512005,0.0009953193433795801,0.0011285958558774243,0.0010117262653740625
67,0.0009820267965244035,0.0012241402376483546,0.0011860132700355673,0.0011536201285897336,0.001126503199679803,0.001230909830295782
68,0.0011010864041266116,0.0012127600797148847,0.0011730926549178033,0.0011499576228905521,0.0011195245732489145,0.0015168867654083672
69,0.0009753490652821654,0.0012468824444219818,0.0011851104083392876,0.001051022929923766,0.0011079315581055513,0.0015318297387721413
70,0.001070640993543823,0.0012079198213913857,0.0012654256879519675,0.001172595550057979,0.0011066434331600968,0.0012534187701259008
72,0.0009715100243584707,0.001234395333627718,0.0011773779752211027,0.0009879414996583897,0.0011198265627104685,0.0012835656070117878
73,0.000927499830313885,0.0012070894005997799,0.0011645645929079557,0.0010713215376751274,0.0011256380846976664,0.0009470915728702666
75,0.0008915323378764078,0.0012096891516988307,0.0009213238834558161,0.0011067653027309584,0.0011587750787549755,0.001461903360667988
76,0.00079407363738265,0.0008427691945332147,0.0009853817696811944,0.0010159176652189974,0.0010728971213568518,0.001223738122231047
77,0.000961339766708155,0.0011814185075246565,0.0008765010315646266,0.0010866977977686831,0.000920309084161728,0.001503809750132334
78,0.0008577973549941738,0.0008150676413545227,0.0009948842075620523,0.0010151858733499968,0.0010728474617496442,0.0010492945292279146
79,0.0010129932652177427,0.0012368243763876032,0.0011394418975706473,0.0010577386839368478,0.0011236973194509432,0.001211706470102437
80,0.0009760888792791954,0.0012123782768023003,0.0011386798155972116,0.0009499268849120276,0.0010966154400389124,0.0012279176558187392
81,0.0009496386919813881,0.001253900140345289,0.0011555283621082395,0.001007879004360108,0.0010858214914346528,0.0010242000446250986
82,0.0009394732352482433,0.0012082600404438638,0.0011748525322103978,0.0010376486756497514,0.0011307629874998495,0.0009943546600104049
84,0.0009603721813773408,0.001249035898499772,0.0011619415357469118,0.0011636741476504253,0.0011229662625488255,0.0010476929216132764
85,0.0011720382878018995,0.001251879236080135,0.0011794479559453259,0.0010729297424180886,0.0009806845241284979,0.0009542887946429332
86,0.0011722897349016703,0.0012204777820675847,0.0011532849386586138,0.001159760842726241,0.0011232842011520017,0.001065167083923654
87,0.001213346155035497,0.0012268331624214078,0.001160054587363214,0.0011506868947136159,0.0011140294851806893,0.0012379804695841724
88,0.001306628711026258,0.00128522509017304,0.0011902265740260484,0.0011868749917877768,0.0011525839187716289,0.0013513521279255609
89,0.0012405563886025933,0.0012378907742048848,0.0012077283202624727,0.001172503519033909,0.0011303821087103958,0.0013850462218133062
90,0.001221315182441401,0.0012358263836818194,0.0012147472283187998,0.0011598628209691622,0.0011320764327616326,0.0010492207672772784
91,0.0010013756085860727,0.0012422208013184379,0.001163788851908641,0.0011576240462222885,0.0011334682709854872,0.0010307691237085184
92,0.0008171041326989521,0.0007990663236586478,0.00098012911778184,0.001155595650570772,0.0010377961358864428,0.0010468670968445273
93,0.0012230315219782994,0.0012304325787447876,0.0011548900582568412,0.0011821559799986905,0.0011494906391547992,0.0011105679582881698
95,0.0012201676532367326,0.001235785976388697,0.0012271587566957138,0.001165261876020314,0.0011349231200047456,0.0015012812970228552
96,0.0012325713362086375,0.0012414063563825942,0.001169758516236338,0.0011500454580187312,0.001123356921793686,0.0012081968067397184
97,0.0009856128612544968,0.0012089713586390584,0.0011562228523110197,0.0009737290608993034,0.0011030635533434494,0.0010808128426761196
98,0.0012637542633944453,0.0012294863888142906,0.001160199475964842,0.0011564807793438094,0.0011183175406781437,0.00113348456169683
99,0.0010369141706272652,0.0012002482129726073,0.0011818279666948497,0.0011462078022418376,0.0011630457943519318,0.0010386325646949
100,0.001273401012965327,0.0012627111098750074,0.0012058711194536237,0.0011798444297276994,0.001116217272406004,0.000984917644673457
101,0.0012265817982033298,0.0012383255563610505,0.0011838384261244341,0.0011729754182581505,0.0011213704662980098,0.0012632571365455267
102,0.001118432422160385,0.0012577044451482075,0.0012085822482980895,0.0011187667452974438,0.0011718281284764202,0.0012438363006546248
103,0.001253041103953079,0.001263378424742438,0.0011631306671821514,0.001189638009519989,0.0011642546087562158,0.0014004326315960958
104,0.0011964807837133772,0.0012327203601793784,0.0011784502473717506,0.0011856756032904948,0.001113911798684392,0.0012469058303631703
105,0.0013043599733620018,0.001231642110765627,0.0011565607583731829,0.0011211551198206477,0.0011542042978315407,0.00124304599493636
106,0.00126462447999401,0.001240248759509,0.0010442373704817925,0.0011465638867891048,0.0011822693888758205,0.0012429151692454963
107,0.0012098474932295137,0.0012240964185908562,0.0011479046382804974,0.0011646096104830665,0.001143378908795796,0.0013998706940129137
108,0.001307291722319171,0.0012840979856741735,0.001198632166422076,0.0011789335370952661,0.0011578664297620092,0.001353346861544941
109,0.0010732814028650073,0.0012509939980121113,0.0011565373856366821,0.000975613070200577,0.0011111085224884251,0.0009092583305547162
110,0.0012229120401625023,0.0012704779596549077,0.001176196666475101,0.0011899880198585414,0.00120176965542298,0.0014330535935347254
111,0.0008991870362440575,0.0012080873583099395,0.0011621288321058063,0.0008959113603047169,0.0009594889844380214,0.0010608445017602618
112,0.0012445010559076802,0.0012350331571173911,0.0011839297900008196,0.0011773767845689475,0.001157718720918366,0.001403151574899652
113,0.0014853867231880663,0.0012353154616880678,0.0012298900414141312,0.0010945462205568578,0.0011678693710982075,0.0012880876458616097
115,0.001262486432701608,0.001276776126388801,0.0012224579860035385,0.0011331695622457825,0.0012020321394744225,0.0012639696389020725
116,0.001234140647611903,0.0012414305261276653,0.0010548079408491291,0.001168067255230777,0.0011748883280004632,0.0011028319720238209
117,0.0013975155597328007,0.001232674743819449,0.0011739812437560825,0.001175639162165103,0.0011774788828605991,0.001190657539655606
118,0.0012332091326014312,0.0012273258712479332,0.0011485580268089093,0.0011690151799411113,0.0011940011039823033,0.0012660724000482003
119,0.0012514224098613951,0.0012803285671928015,0.0011591142556978806,0.0011936826366471369,0.0011973075137144316,0.0010397029913646128
120,0.0013676725009316051,0.001223182505955395,0.0011537051873475109,0.0011573956760567521,0.0011684401433915417,0.0012081706917135028
121,0.0011931381274519978,0.0012407847172296988,0.001228551619956477,0.0011573745742522992,0.001244836272430632,0.0010877927372815325
122,0.0012049700779229605,0.0012316500784954195,0.0011411983434731247,0.0011284409883605144,0.001162009569300235,0.001108467026175387
123,0.0013750627375310848,0.001239085062682852,0.0011585535882868187,0.0011934970425339824,0.0011703148967367079,0.0014011962151748505
124,0.0012036727908221797,0.0012270422683303202,0.0011480323380143385,0.0011346766773897084,0.0011854286528587496,0.0010670750492994898
125,0.001230340764234264,0.0012665466790764517,0.0009659553574507593,0.001138884338552955,0.0011392486212180616,0.0009360492235965805
126,0.001087138377190062,0.0012681849945252927,0.0011876010351813816,0.0011764494877085766,0.0011186057060951003,0.0014419288412610414
127,0.0011922937812688045,0.0011956217397723862,0.001200088915630425,0.0011282922256201648,0.001156886340129991,0.001501485782993532
128,0.0011560028533961237,0.0012879308177444393,0.0012556919099801327,0.0011467426110269266,0.0011569047625151255,0.001787317820510567
129,0.001277956724205419,0.0012751600964389471,0.001233036615496398,0.0011401593936008131,0.0011614566135958043,0.0010735716454227965
130,0.001242001260088067,0.0012704025487623124,0.0011755594959430295,0.0011417162108075046,0.0012048901076209214,0.0010542853981138232
133,0.000932208128600361,0.0012117706587605435,0.00095048414201975,0.0010402745469153666,0.0010556942790262143,0.001053471806725013
135,0.001187130189632326,0.0012384208032307671,0.0011746583430458173,0.00117627719876977,0.0011233372277490174,0.0010312495843396933
138,0.0013272200939737273,0.0013144525470025897,0.0012056772916616046,0.0012844383102387624,0.001181330780335107,0.001288245874496411
140,0.0016177443975818298,0.001348406276981194,0.001301233673550965,0.0012022164557255318,0.0011155015999503536,0.0012861894177474572
141,0.001439658495120419,0.0012163808767015891,0.0012349146109597708,0.0011165068748878319,0.0011472876679922402,0.0015415701392405613
142,0.0014710420128796284,0.0012686373346607709,0.001177536377733677,0.0012083165361655985,0.0011564399959442411,0.0012826657723478024
143,0.0010952057484612172,0.001269215220131975,0.0011502332580521084,0.001068687313782946,0.0011110338865236585,0.0013882263067757509
145,0.0009887462470997584,0.0012323906671989405,0.0011450924662562193,0.001053320304209895,0.001120705246739141,0.001175926379960872
146,0.0011414200249772234,0.001354252298142125,0.0012415952210546887,0.0010806023120413376,0.0010956692735729738,0.0013166623693226564
147,0.0010559464609825341,0.0012572410089433837,0.0011913248447416249,0.0010582265808648755,0.0011267106649446973,0.0013391066437631492
148,0.001412004203172254,0.0012365292033934274,0.0011786183882361901,0.0011884337141931153,0.001170237668687788,0.0012655627907711144
149,0.0011755439142690771,0.001293887466857982,0.0012035365308906058,0.0011659750177945424,0.0010964117021015844,0.0010247686746099006
150,0.0012743339280501518,0.0012874302561321402,0.0012026046327554055,0.0011461338746983757,0.0011567946351890503,0.0009847500611131288
151,0.0010625713484060427,0.0012310509679763577,0.0011561697891886969,0.000984081514012504,0.001115581180704421,0.0012902721361097884
152,0.0012402156264573944,0.0012259896416662174,0.0011694986372849285,0.0011638818523385583,0.0011050983313678556,0.001191566756530481
153,0.0015891993621808393,0.001310838456715049,0.0012156373905263223,0.0010835030642138588,0.0011247991749984987,0.0010511077423361935
154,0.001417511510276218,0.0012262336732311366,0.001181587458007995,0.0011551294654562093,0.0011343178134295673,0.0011089995046008902
156,0.0016301889665387508,0.001291246980924082,0.0013813273364845667,0.001079964934264817,0.0011077440410102717,0.0012219737698221473
157,0.0011059342675006742,0.0012375954484996766,0.0011523526675093197,0.0009767379511972873,0.0011205566359839608,0.001217365036701305
158,0.0014976751823502924,0.0012965093918512634,0.0013454090177307373,0.0011408236626479786,0.0011017124973309173,0.0010172934857670746
159,0.001177618053048952,0.0012647046910226041,0.0011695980837154204,0.001080005830445006,0.0011137188301344608,0.0012415171401550735
160,0.0014086618169432573,0.001245160919005021,0.0011644566990421674,0.0010588922422690899,0.00113157328556284,0.0011138544063113971
161,0.0012471506192643378,0.0012239315602246288,0.001146626966234452,0.0011454296220280878,0.0011437729318128742,0.0010368224593610823
162,0.0013931810067347753,0.0012397959836951294,0.0011876456439481636,0.0010662984794297314,0.001130435572269088,0.001215945748950294
163,0.0009864471052325628,0.001359044263635447,0.0012682448213699586,0.0011266452627785042,0.0011079156905031606,0.0013892219542568209
164,0.001461970811244655,0.0012329866488366224,0.00121573789261742,0.0011789514767230381,0.0011270936504634251,0.0012494259429781654
165,0.0012288569041758767,0.0008157773025164322,0.001031008819521017,0.001193610703094641,0.0011857645827223183,0.0008652368761719504
166,0.001354981543791191,0.0012958356755150193,0.0012011327525626146,0.0012000827343263008,0.0010648287201844053,0.0012487510180519462
167,0.0014261332574746696,0.0012788600994136793,0.0012045447233915072,0.0010636978985476178,0.001107811494424551,0.0011608800006031492
168,0.0013649100496080943,0.0012274175783291044,0.0012077611808153648,0.001089922005208936,0.001116885055996167,0.0012211555165613332
169,0.0014027799040666486,0.0012689605936730018,0.0012159090261479014,0.0010454465450211357,0.00115240239268368,0.0012556009401108092
170,0.0009600494545208552,0.0012555694120317742,0.001211749777396986,0.0009246206200358074,0.001129351715710609,0.0010565650763335332
171,0.0012362838225397478,0.0008376801336596996,0.0011646049399523378,0.0011483095448716447,0.0011213459441704002,0.0009010686783082391
172,0.0013214030623366882,0.001214264144331638,0.0011795913354001632,0.0011758498547544496,0.0011203300315065878,0.0010046443622997265
173,0.0013940403788781756,0.0012624260228069242,0.0011741900255489166,0.0011817293816329768,0.0011401907358487239,0.0012401619699814119
174,0.001268673858796381,0.00092273994690421,0.0011702979169772526,0.0012843933410398647,0.0012340979457898065,0.0010029288875483854
175,0.0012203482756702067,0.0012384648358673596,0.0011886509920347019,0.001137466982330202,0.0011390048170398092,0.0013273033644879073
176,0.001517495223959893,0.0012580495258912756,0.0011733473445592296,0.0011945819992467018,0.0011678171014271469,0.0012681367852275366
178,0.00101734524351932,0.001328298325242523,0.0012127479832095046,0.0010333121220032016,0.0011379219061617945,0.0010577696707193564
179,0.001321087437282808,0.001251726887118504,0.0012395378154326853,0.0010367205119249739,0.0011731742076207623,0.0010783176908215131
180,0.0009372630257942015,0.0012669564177030714,0.0011909857789564931,0.0009941411942494705,0.0011204321577046065,0.0011186229396107682
181,0.0013570733072543373,0.0011613927818279707,0.0012286581077353721,0.001198172932400189,0.0010724064223190718,0.0010360520778434654
182,0.0008404735916640747,0.0012338896020995577,0.0011599855341760496,0.0009043552187667375,0.0011184499621204255,0.001042456666148675
184,0.0014391362475547364,0.0012338809324462952,0.0012248800240424206,0.0010579650053303858,0.0012624430324177825,0.0012807483727514902
185,0.0013184193237705207,0.0013064650214065837,0.0011870132120047542,0.0012507502263028052,0.0011009442289664358,0.0012669851455474166
187,0.0009879934222525324,0.0012261963995315603,0.0010168898841611423,0.0010439241736385429,0.001129532746726233,0.0010518927270499892
189,0.0011413545292782937,0.001200909550750919,0.001214258665663863,0.0010237069710230637,0.0010976224326212218,0.001081740011151874
191,0.0012685092302538634,0.0012483869481561742,0.0011592995792212898,0.0011734024554310937,0.0011498161326111294,0.0012509390788103044
203,0.001206997522778898,0.0012084357249417563,0.0010047622637635151,0.0011326811152142444,0.001156698515762937,0.001532480110440393
207,0.0012514376385999461,0.00131519795494426,0.0010373094030674808,0.0012162507758356014,0.0011829054323620576,0.0013329615393590333
223,0.0009839042141047748,0.0012876415328053376,0.001061016505003933,0.0011747827965127575,0.0010698174056772193,0.0008662808266367994
225,0.0009590824811768999,0.0012354034506733605,0.0010853181669908422,0.0010229632018069821,0.001128646632069256,0.0009957801322295298
231,0.0010780445268978088,0.0012315396663175105,0.0011625603022130933,0.0010506530168846752,0.0011256246976309144,0.001172013594019484
233,0.000974494572305688,0.0012358039630625225,0.0011410996745352946,0.001078146735959855,0.001129414058831805,0.001114310898835885
236,0.0009988249611390591,0.0013457831048588654,0.001197608041336398,0.0010571415056015105,0.0010749496865267863,0.0010934172775225895
237,0.0008579551780198599,0.0012090633207462967,0.000970077698825833,0.0011870587515146777,0.0011169894155251222,0.0010320701196266562
238,0.0011363296605961543,0.0012342966898168312,0.001175499076180807,0.0010644177589356758,0.001134244938602257,0.0010102337924497013
239,0.0010056461658487221,0.0012817130532292384,0.0011680437387083143,0.001186281782640117,0.0011222163926719998,0.0010809867582992694
243,0.0008416107180610664,0.0011855945722296275,0.001222550275656602,0.0009288123837663927,0.0010671400690962715,0.0009538351460519597
244,0.001045819940410636,0.0012725245627552072,0.00117894205756144,0.0009605009281997245,0.0010681616201745087,0.0011712337095614149
245,0.0008466787463019062,0.0007458802620468547,0.0009864631612099088,0.0010343409164547735,0.0011056838754235196,0.0008196533507635258
246,0.0007595172219587044,0.0012034004847618859,0.0010115253200139594,0.0009949563263849,0.001120198789125153,0.0009367797340075279
247,0.0007833477742060219,0.0012171498773604248,0.001015079722256581,0.0010599364750868267,0.001077686538015699,0.0009580386396915695
250,0.0009843258122107267,0.0012363353965756843,0.001138383630587435,0.0010613680121604407,0.001122667129838425,0.0010509045722734416
256,0.001026212899622218,0.0012432474287556153,0.0012419198070374165,0.0012244793275797178,0.0011357982611109555,0.0010464935711159522
257,0.0011137636295089444,0.0012492857850922873,0.0012052757336466523,0.0012124910791757523,0.0011104026464629504,0.0010547631378081985
